Gene type	Gene name
processed_pseudogene	RPS18P12
lncRNA	
lncRNA	LINC02096
processed_pseudogene	RPL23AP76
lncRNA	
protein_coding	SLC29A4
lncRNA	CDRT7
lncRNA	
lncRNA	CDRT8
protein_coding	PRPSAP1
protein_coding	PDILT
protein_coding	PALD1
lncRNA	
protein_coding	ACSM5
protein_coding	ELMO1
lncRNA	
unprocessed_pseudogene	MSTO2P
processed_pseudogene	
protein_coding	SYT11
snRNA	U4
protein_coding	RIT1
misc_RNA	RN7SL847P
lncRNA	
lncRNA	
lncRNA	EPC1-AS1
snRNA	RNU6-1244P
lncRNA	
lncRNA	
protein_coding	ACSM2A
protein_coding	CCDC7
misc_RNA	Y_RNA
snRNA	RNU6-24P
processed_pseudogene	
protein_coding	SPHK1
processed_pseudogene	
processed_pseudogene	PRMT1P1
protein_coding	RAB24
protein_coding	KHDC4
protein_coding	HNRNPL
protein_coding	UBE2O
protein_coding	PRELID1
TEC	
protein_coding	MMP25
snoRNA	SNORA80E
scaRNA	SCARNA4
scaRNA	SCARNA4
miRNA	MIR6738
lncRNA	ARHGEF2-AS2
lncRNA	ARHGEF2-AS1
lncRNA	
protein_coding	CLDN4
protein_coding	SSR2
protein_coding	OR9A4
protein_coding	OR2F1
protein_coding	C16orf92
protein_coding	GIMAP5
processed_pseudogene	RPL7P49
snRNA	RNU6-269P
protein_coding	CYGB
lncRNA	
snRNA	RNU6-1110P
lncRNA	
lncRNA	LINC02137
protein_coding	LRRD1
snRNA	RNU6-103P
protein_coding	SETD6
processed_pseudogene	
protein_coding	OR10H1
protein_coding	RGS14
protein_coding	OR7A10
protein_coding	NR2F6
protein_coding	ATXN7L1
protein_coding	PRCD
protein_coding	TFDP2
protein_coding	TFPT
protein_coding	PLAAT3
protein_coding	AMER3
processed_pseudogene	C1DP1
protein_coding	TIRAP
protein_coding	CASP7
lncRNA	
protein_coding	SPAST
protein_coding	BRD9
lncRNA	
lncRNA	
snoRNA	SNORD1C
snoRNA	SNORD1B
protein_coding	ODF3L2
snoRNA	SNORD1A
protein_coding	
protein_coding	ST6GALNAC2
protein_coding	NAPEPLD
protein_coding	NECTIN2
protein_coding	CNOT1
protein_coding	TP53AIP1
protein_coding	UBQLN4
lncRNA	
processed_pseudogene	
lncRNA	
lncRNA	
protein_coding	WDR74
protein_coding	ST6GALNAC1
protein_coding	TOMM40
protein_coding	LAMTOR2
protein_coding	LANCL2
protein_coding	RAB25
lncRNA	
miRNA	MIR4483
snoRNA	
protein_coding	DCLRE1A
protein_coding	C3orf14
snoRNA	
protein_coding	PMF1-BGLAP
protein_coding	CYP3A7-CYP3A51P
protein_coding	TRANK1
lncRNA	
lncRNA	
protein_coding	TRIP13
protein_coding	PLEKHS1
protein_coding	KICS2
snRNA	RNU6-1009P
snRNA	RNU5A-7P
protein_coding	BGLAP
protein_coding	C12orf56
snRNA	RNU6-227P
protein_coding	DEUP1
lncRNA	
miRNA	MIR367
miRNA	MIR302D
miRNA	MIR302A
misc_RNA	RNY4P36
miRNA	MIR302C
miRNA	MIR302B
lncRNA	
processed_pseudogene	OSTCP4
misc_RNA	
lncRNA	
protein_coding	
transcribed_processed_pseudogene	GET1P1
protein_coding	APOE
protein_coding	SRSF2
protein_coding	SMG5
protein_coding	CAMK2D
protein_coding	KMT2C
protein_coding	NME9
TEC	
protein_coding	APOC1
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	NKD2
miRNA	MIR636
snRNA	RNU6-97P
protein_coding	RHBDF2
processed_pseudogene	OOEPP2
processed_pseudogene	ATP6V1E1P3
snoRNA	
protein_coding	XPOT
protein_coding	APOC4
protein_coding	TDRD1
protein_coding	APOC4-APOC2
protein_coding	MARK2
protein_coding	APOC2
protein_coding	TMEM79
protein_coding	SLC12A7
lncRNA	
protein_coding	CLPTM1
lncRNA	
protein_coding	GLMP
protein_coding	SUCLG2
protein_coding	LZTS2
lncRNA	
protein_coding	PLCD1
protein_coding	AKR1E2
processed_pseudogene	
lncRNA	
lncRNA	
snoRNA	SNORD83
lncRNA	RASSF3-DT
miRNA	MIR548Z
miRNA	MIR548C
lncRNA	
miRNA	MIR4635
rRNA_pseudogene	RNA5SP192
lncRNA	
protein_coding	UQCRQ
protein_coding	
protein_coding	CCT3
protein_coding	TIGD1
protein_coding	DCTN2
protein_coding	CFAP36
protein_coding	LEAP2
lncRNA	SNHG20
protein_coding	NSD1
protein_coding	OR5C1
protein_coding	STPG3
lncRNA	
protein_coding	CDX1
protein_coding	SEC14L1
protein_coding	CTNND2
protein_coding	ZNF44
unprocessed_pseudogene	AKR1C6P
snoRNA	U8
protein_coding	AKR1C1
protein_coding	SNAPC3
snoRNA	
protein_coding	SSR3
processed_pseudogene	
protein_coding	UGP2
processed_pseudogene	
protein_coding	ZNF563
protein_coding	ZNF442
processed_pseudogene	RPS29P23
lncRNA	
protein_coding	ASTE1
transcribed_unprocessed_pseudogene	
protein_coding	ZNF799
protein_coding	
protein_coding	ANKRD16
protein_coding	ZNF443
protein_coding	
lncRNA	
protein_coding	ZNF709
protein_coding	PSMD6
protein_coding	
lncRNA	
protein_coding	NXNL2
unprocessed_pseudogene	MTND2P40
unprocessed_pseudogene	MTCO1P27
unprocessed_pseudogene	MTCO2P27
protein_coding	DIABLO
unprocessed_pseudogene	MTATP6P27
protein_coding	UNC13B
processed_pseudogene	PPIAP20
lncRNA	
protein_coding	GCDH
protein_coding	FBH1
protein_coding	PLCH1
protein_coding	RHBG
snRNA	RNU6-241P
processed_pseudogene	CICP20
unprocessed_pseudogene	
unprocessed_pseudogene	
snRNA	RNU6-326P
protein_coding	CCDC201
protein_coding	IGFBP1
processed_pseudogene	
protein_coding	SYCE2
protein_coding	ARSJ
snRNA	RNU6-165P
processed_pseudogene	HMGN1P32
processed_pseudogene	SEPTIN7P8
lncRNA	
processed_pseudogene	
processed_pseudogene	
lncRNA	
miRNA	MIR371A
miRNA	MIR371B
miRNA	MIR372
miRNA	MIR373
lncRNA	
protein_coding	NLRP12
protein_coding	SH3TC1
lncRNA	
snoRNA	SNORA46
snoRNA	SNORA50A
snoRNA	SNORA50A
transcribed_processed_pseudogene	
protein_coding	SLC38A7
protein_coding	IGFBP3
protein_coding	WWTR1
lncRNA	
miRNA	MIR9-1
protein_coding	MEX3A
lncRNA	MYADM-AS1
protein_coding	MRGPRX3
protein_coding	OR5AN1
protein_coding	CYP4X1
protein_coding	MYADM
protein_coding	LRIG1
protein_coding	OR10D3
protein_coding	OR51L1
processed_pseudogene	UBBP3
lncRNA	KIF5C-AS1
protein_coding	OR8J1
processed_pseudogene	RPS20P13
processed_pseudogene	USP8P2
lncRNA	
processed_pseudogene	TXNP5
lncRNA	
protein_coding	OR8D4
protein_coding	DMP1
protein_coding	OR4S2
protein_coding	CCDC150
protein_coding	OR4C6
protein_coding	SRSF8
protein_coding	OR8H2
lncRNA	
protein_coding	OR4D9
protein_coding	PRKCG
protein_coding	CYP4Z1
protein_coding	PSMC3
protein_coding	MRNIP
protein_coding	SPP1
processed_pseudogene	TUBAP9
lncRNA	CYP4A22-AS1
transcribed_processed_pseudogene	MTND1P34
lncRNA	LINC00853
protein_coding	PDZK1IP1
lncRNA	
lncRNA	
lncRNA	LINC01389
protein_coding	PRPF40B
lncRNA	
processed_pseudogene	FTLP15
protein_coding	ZIC4
protein_coding	FOXE3
processed_pseudogene	TTC4P1
unprocessed_pseudogene	DPY19L1P2
lncRNA	FOXD2-AS1
protein_coding	VHLL
protein_coding	LRRC52
protein_coding	CACNG7
scaRNA	
lncRNA	
protein_coding	IGSF3
processed_pseudogene	
protein_coding	GTF3C3
protein_coding	FKBP9
TEC	
protein_coding	WFS1
protein_coding	GOT2
protein_coding	CACNG8
miRNA	MIR935
protein_coding	CACNG6
scaRNA	SCARNA16
unprocessed_pseudogene	
miRNA	MIR6516
snRNA	RNU4-47P
processed_pseudogene	CYCSP40
lncRNA	SEPTIN9-DT
protein_coding	VSTM1
lncRNA	
lncRNA	
lncRNA	
miRNA	MIR4316
misc_RNA	Y_RNA
TEC	
protein_coding	HNRNPCL1
lncRNA	
lncRNA	
lncRNA	
protein_coding	FBXL17
protein_coding	GLUL
protein_coding	STIMATE
lncRNA	
snRNA	RNU6-1155P
lncRNA	
misc_RNA	RN7SL143P
TEC	
processed_pseudogene	GEMIN8P2
processed_pseudogene	
processed_pseudogene	SMCO4P1
processed_pseudogene	RPL12P36
lncRNA	LINC01180
protein_coding	RBL2
protein_coding	THPO
protein_coding	MEIOC
snRNA	RNU6-388P
protein_coding	NT5C3A
protein_coding	ARL15
protein_coding	AFF1
protein_coding	C2orf66
TEC	
protein_coding	PGAP1
protein_coding	DHX29
protein_coding	UHRF1BP1
protein_coding	CCDC43
protein_coding	OR52N5
lncRNA	
protein_coding	OR56A4
protein_coding	OR52A5
protein_coding	USP5
protein_coding	OR8D1
protein_coding	IL15RA
protein_coding	ARRDC2
protein_coding	OR5B3
protein_coding	MAP6
lncRNA	
protein_coding	RPGRIP1L
TEC	
protein_coding	DBF4B
protein_coding	EZR
protein_coding	OR52A1
protein_coding	OR5A2
protein_coding	NMD3
protein_coding	OR10G7
protein_coding	GCNT2
protein_coding	OR52N1
protein_coding	OR5B2
protein_coding	FGF5
protein_coding	OR5M3
protein_coding	OR8B8
protein_coding	STARD10
processed_pseudogene	RPS29P14
misc_RNA	RN7SL505P
processed_pseudogene	
protein_coding	ADH7
rRNA_pseudogene	RNA5SP229
processed_pseudogene	
protein_coding	RP9
protein_coding	NTMT2
unprocessed_pseudogene	
protein_coding	ZNF138
protein_coding	FZR1
protein_coding	C5orf51
protein_coding	ELAVL4
misc_RNA	RN7SL819P
processed_pseudogene	
protein_coding	ADAM11
protein_coding	REEP2
lncRNA	
processed_pseudogene	
processed_pseudogene	SEPHS1P1
processed_pseudogene	EEF1DP4
lncRNA	
lncRNA	
processed_pseudogene	HNRNPA3P15
processed_pseudogene	RPL4P7
protein_coding	FAM71F2
protein_coding	YIPF7
protein_coding	ESR1
protein_coding	ECM2
protein_coding	IL1R1
protein_coding	NPFFR2
protein_coding	LHFPL3
protein_coding	PTPRB
processed_pseudogene	EIF4BP6
lncRNA	LHFPL3-AS1
protein_coding	HTT
protein_coding	LHX6
protein_coding	CLK4
processed_pseudogene	
lncRNA	LHFPL3-AS2
misc_RNA	RN7SL8P
lncRNA	
TEC	
protein_coding	ARHGEF3
lncRNA	
unprocessed_pseudogene	
lncRNA	
protein_coding	SLC25A40
lncRNA	
lncRNA	
unprocessed_pseudogene	
protein_coding	CASP4
protein_coding	GJC1
protein_coding	HIGD1B
protein_coding	COA6
protein_coding	PLAGL1
protein_coding	DBF4
protein_coding	CORT
protein_coding	EFTUD2
protein_coding	AHCTF1
snoRNA	
protein_coding	MFSD12
unprocessed_pseudogene	
protein_coding	CASP5
lncRNA	
lncRNA	
lncRNA	PCAT7
snoRNA	
lncRNA	
lncRNA	
protein_coding	TUBB3
protein_coding	IDI1
lncRNA	LINC00484
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	SRI
lncRNA	MIRLET7A1HG
protein_coding	GPX3
protein_coding	
lncRNA	
transcribed_unprocessed_pseudogene	FLJ43315
transcribed_unprocessed_pseudogene	PGM5P2
protein_coding	MED20
protein_coding	TASOR2
lncRNA	IL1R1-AS1
protein_coding	IL1RL2
lncRNA	
lncRNA	
TEC	
processed_pseudogene	
protein_coding	SDHA
lncRNA	
protein_coding	HMG20B
protein_coding	ZSCAN23
lncRNA	
transcribed_unprocessed_pseudogene	
lncRNA	
lncRNA	
lncRNA	GAS1RR
protein_coding	PACRG
lncRNA	
lncRNA	SNHG7
unprocessed_pseudogene	
unprocessed_pseudogene	CASP1P2
transcribed_unprocessed_pseudogene	CARD17
lncRNA	
lncRNA	
TEC	
lncRNA	
unprocessed_pseudogene	CASP1P1
lncRNA	
processed_pseudogene	RPS15AP30
unprocessed_pseudogene	OR2AL1P
snRNA	RNU7-165P
unprocessed_pseudogene	
misc_RNA	Metazoa_SRP
misc_RNA	Y_RNA
lncRNA	CENATAC-DT
lncRNA	
lncRNA	
processed_pseudogene	FAM183DP
protein_coding	CENATAC
protein_coding	TCF7L2
protein_coding	IL1RL1
lncRNA	
protein_coding	NHSL1
lncRNA	
lncRNA	
protein_coding	ADAT1
lncRNA	
lncRNA	HSDL2-AS1
lncRNA	
lncRNA	
lncRNA	
lncRNA	SRI-AS1
lncRNA	
lncRNA	HMGA1P4
lncRNA	EBLN3P
protein_coding	GIPC3
protein_coding	C6orf141
protein_coding	STEAP4
protein_coding	FRRS1
protein_coding	CCDC124
protein_coding	COX7A2
lncRNA	LINC01504
protein_coding	KLHL5
processed_pseudogene	RPL23AP64
lncRNA	
processed_pseudogene	
protein_coding	CISH
protein_coding	CNGB1
protein_coding	RPS25
lncRNA	
protein_coding	C19orf71
protein_coding	ADAM22
lncRNA	
protein_coding	BICRAL
protein_coding	PDE4D
lncRNA	
protein_coding	RNF13
processed_pseudogene	SDR42E1P5
lncRNA	
miRNA	MIR4772
lncRNA	
lncRNA	
protein_coding	FKBP8
protein_coding	SLC9A4
lncRNA	
protein_coding	LRRC7
lncRNA	LINC01505
protein_coding	CCDC103
protein_coding	VEGFA
protein_coding	
protein_coding	TRAPPC4
protein_coding	LIPT1
protein_coding	ADH5
protein_coding	
protein_coding	KIF18B
protein_coding	MITD1
lncRNA	CDC37L1-DT
lncRNA	SMC5-DT
lncRNA	
lncRNA	UBQLN1-AS1
transcribed_unprocessed_pseudogene	
lncRNA	
lncRNA	GLIDR
protein_coding	MRPL30
protein_coding	ATP6V1G3
lncRNA	KIF18B-DT
protein_coding	C1QL1
lncRNA	
lncRNA	
miRNA	
lncRNA	
lncRNA	
lncRNA	LINC01970
lncRNA	
lncRNA	VPS11-DT
lncRNA	SMC2-DT
protein_coding	F13B
lncRNA	
protein_coding	C2CD2L
protein_coding	LYG1
protein_coding	CD7
lncRNA	
lncRNA	
lncRNA	LINC01506
lncRNA	
lncRNA	RFX3-DT
protein_coding	LEPR
lncRNA	
lncRNA	
protein_coding	TXNDC9
lncRNA	
processed_pseudogene	RPL7P46
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	NKIRAS1
transcribed_unprocessed_pseudogene	FRG1HP
protein_coding	RCHY1
protein_coding	RSPRY1
lncRNA	
protein_coding	SECTM1
lncRNA	
protein_coding	KXD1
lncRNA	LINC01503
lncRNA	MIR181A2HG
lncRNA	
processed_pseudogene	SEPHS1P6
lncRNA	
lncRNA	
lncRNA	ARRDC1-AS1
protein_coding	STXBP5L
lncRNA	BANCR
protein_coding	LITAF
lncRNA	
lncRNA	
transcribed_unitary_pseudogene	CUTALP
protein_coding	TEX19
TEC	
lncRNA	
protein_coding	OGFOD3
processed_pseudogene	
lncRNA	VLDLR-AS1
protein_coding	HINFP
misc_RNA	RN7SL717P
protein_coding	C2orf69
lncRNA	
lncRNA	
protein_coding	TYW5
protein_coding	GRIN2A
protein_coding	UBA52
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	ZDHHC12-DT
lncRNA	
protein_coding	PBX1
lncRNA	
lncRNA	
lncRNA	
protein_coding	ERP44
protein_coding	ABCG4
miRNA	MIR1301
lncRNA	ARNILA
lncRNA	DTNB-AS1
misc_RNA	Y_RNA
lncRNA	
protein_coding	TFCP2L1
lncRNA	
lncRNA	HEXD-IT1
protein_coding	CYBC1
protein_coding	C4orf54
protein_coding	CLASP1
unprocessed_pseudogene	UGT2B29P
protein_coding	UGT2B17
snRNA	RNU6-559P
protein_coding	TTC39B
processed_pseudogene	
processed_pseudogene	
protein_coding	RYK
unprocessed_pseudogene	
protein_coding	UGT2B15
protein_coding	PSMD4
lncRNA	LINC01290
protein_coding	EMP2
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	TACC3
protein_coding	NLRX1
protein_coding	CRLF1
lncRNA	
lncRNA	
protein_coding	C16orf82
protein_coding	ZNF319
protein_coding	HEMK1
protein_coding	ZNF688
protein_coding	CENPN
protein_coding	REX1BD
protein_coding	CD27
protein_coding	TAGLN2
protein_coding	PIANP
protein_coding	TMEM59L
protein_coding	SIDT1
protein_coding	PEA15
protein_coding	H6PD
protein_coding	FRS2
processed_pseudogene	RPL7P33
processed_pseudogene	UPF3AP3
lncRNA	
TEC	
protein_coding	FOXD2
lncRNA	
protein_coding	LRRC66
protein_coding	DDOST
lncRNA	
misc_RNA	RN7SL155P
processed_pseudogene	
protein_coding	ZNF69
protein_coding	CXCL13
protein_coding	RGS3
protein_coding	CCDC14
protein_coding	ZNF700
protein_coding	CNEP1R1
protein_coding	TRIML2
protein_coding	
protein_coding	NBL1
lncRNA	
protein_coding	ZNF763
processed_pseudogene	
unprocessed_pseudogene	
processed_pseudogene	
unprocessed_pseudogene	
unprocessed_pseudogene	TRIM64FP
lncRNA	
transcribed_unprocessed_pseudogene	
lncRNA	ZNF433-AS1
protein_coding	PDZD3
processed_pseudogene	
lncRNA	
processed_pseudogene	
unprocessed_pseudogene	OR7E102P
unprocessed_pseudogene	TRIM51JP
protein_coding	NOP16
unprocessed_pseudogene	
protein_coding	
protein_coding	PRKG2
processed_pseudogene	
rRNA_pseudogene	RNA5SP464
protein_coding	
protein_coding	TRIM43
rRNA_pseudogene	RNA5SP465
rRNA_pseudogene	RNA5SP466
protein_coding	
misc_RNA	Y_RNA
transcribed_unprocessed_pseudogene	ZNF788P
processed_pseudogene	
unprocessed_pseudogene	
processed_pseudogene	
protein_coding	ZNF20
unprocessed_pseudogene	UBTFL3
unprocessed_pseudogene	
processed_pseudogene	
processed_pseudogene	
lncRNA	ANKRD44-DT
processed_pseudogene	NPM1P46
protein_coding	SF3B1
protein_coding	PRG4
protein_coding	ITPRIPL2
processed_pseudogene	RSL24D1P8
rRNA_pseudogene	RNA5SP467
protein_coding	PRDM7
protein_coding	ZNF625-ZNF20
transcribed_processed_pseudogene	
protein_coding	CCNJL
protein_coding	ZNF625
protein_coding	MEIOB
lncRNA	
protein_coding	CYB561D2
protein_coding	ADGRL3
unitary_pseudogene	VN2R19P
lncRNA	
processed_pseudogene	RPS16P9
protein_coding	KLC3
protein_coding	CBL
protein_coding	TRIO
protein_coding	C3orf52
protein_coding	PLEKHG4
protein_coding	RERGL
protein_coding	GSAP
protein_coding	PRR20G
protein_coding	CCDC80
protein_coding	SLC2A14
snoRNA	
snRNA	RNU6-1029P
protein_coding	PPP1R13L
protein_coding	HSPE1
snRNA	RNU6-262P
protein_coding	MCAM
protein_coding	HSPE1-MOB4
protein_coding	MOB4
protein_coding	ADCY5
protein_coding	H2AC13
protein_coding	H2BC8
protein_coding	H2BC13
protein_coding	H2BC15
protein_coding	H2BC7
protein_coding	H2BC9
lncRNA	
protein_coding	H2BC4
processed_pseudogene	GCNT1P5
lncRNA	
protein_coding	ST3GAL3
protein_coding	H3C8
protein_coding	PTPN12
protein_coding	H4C2
protein_coding	H4C5
protein_coding	TAAR5
protein_coding	H2BC5
protein_coding	MYCT1
protein_coding	HUS1B
protein_coding	TREML1
protein_coding	HSPA4
protein_coding	POLR1G
protein_coding	ERCC2
protein_coding	USP49
miRNA	MIR6756
snoRNA	
transcribed_processed_pseudogene	
lncRNA	
protein_coding	GRK2
protein_coding	ZNF165
protein_coding	GNPTG
lncRNA	
lncRNA	NARF-AS2
protein_coding	PRRC2A
TEC	
lncRNA	NARF-AS1
protein_coding	ZNF148
lncRNA	NARF-IT1
miRNA	MIR4731
protein_coding	IL13
TEC	
lncRNA	
lncRNA	
lncRNA	
protein_coding	TEKT3
processed_pseudogene	
lncRNA	
protein_coding	CFAP210
protein_coding	BDP1
processed_pseudogene	
protein_coding	PHOSPHO2
snRNA	RNU6-799P
TEC	
lncRNA	
misc_RNA	RN7SL792P
protein_coding	PMP22
protein_coding	KLHL23
snoRNA	
processed_pseudogene	PTCHD3P2
processed_pseudogene	CYB5AP2
protein_coding	SSB
protein_coding	ACSM2B
protein_coding	ANKRD13D
protein_coding	CAMK1
protein_coding	FER
protein_coding	METTL5
protein_coding	
protein_coding	LY6G6D
protein_coding	LYZL2
protein_coding	OR6B1
protein_coding	BAZ2A
protein_coding	FERD3L
protein_coding	CUL7
protein_coding	CYREN
transcribed_unprocessed_pseudogene	SVIL2P
protein_coding	LVRN
lncRNA	LINC02644
lncRNA	
protein_coding	ARPC4-TTLL3
processed_pseudogene	DDX10P1
lncRNA	
protein_coding	ZNF518A
lncRNA	LINC02907
protein_coding	SSH3
lncRNA	
processed_pseudogene	SOCS5P2
lncRNA	PPP1R26-AS1
processed_pseudogene	RNF14P4
protein_coding	TMEM140
protein_coding	PPP1R26
lncRNA	
protein_coding	JAGN1
protein_coding	BLNK
lncRNA	
lncRNA	
protein_coding	ADGRF4
protein_coding	WDR91
protein_coding	IL17RE
protein_coding	C9orf116
protein_coding	ZSCAN16
processed_pseudogene	NSA2P5
lncRNA	
transcribed_unprocessed_pseudogene	ZNF602P
protein_coding	ZKSCAN8P1
transcribed_unprocessed_pseudogene	
protein_coding	LCN1
lncRNA	ZNF649-AS1
snRNA	RNU6-1006P
protein_coding	ZNF649
TEC	
unprocessed_pseudogene	ZNF603P
unprocessed_pseudogene	ZKSCAN8P2
processed_pseudogene	TOB2P1
protein_coding	ZSCAN9
protein_coding	HSPD1
lncRNA	
unprocessed_pseudogene	ACSM5P1
unprocessed_pseudogene	
protein_coding	ZNF613
protein_coding	OBP2A
protein_coding	ACSM3
protein_coding	ZNF350
protein_coding	ATP2B1
protein_coding	ZKSCAN4
protein_coding	NKAPL
protein_coding	DIAPH1
unitary_pseudogene	VN1R11P
lncRNA	
snRNA	RNU2-62P
lncRNA	
protein_coding	RAD9A
protein_coding	H2BC11
protein_coding	H2AC11
protein_coding	H4C9
protein_coding	H2BC12
protein_coding	H2AC12
miRNA	MIR3143
processed_pseudogene	RPL10P2
protein_coding	MRPS2
protein_coding	PRSS16
protein_coding	DNM2
lncRNA	
protein_coding	EIF5A
miRNA	MIR6509
transcribed_unprocessed_pseudogene	SLC23A4P
protein_coding	
lncRNA	
lncRNA	
protein_coding	TMEM106B
processed_pseudogene	
protein_coding	NUP214
snRNA	RNU6-145P
miRNA	MIR4450
miRNA	MIR548AH
protein_coding	SGMS2
miRNA	MIR6752
protein_coding	PITPNM1
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	AMT
protein_coding	THUMPD1
processed_pseudogene	
processed_pseudogene	SSBL5P
processed_pseudogene	TAS2R2P
processed_pseudogene	
unprocessed_pseudogene	
lncRNA	
transcribed_unprocessed_pseudogene	OR2A3P
unprocessed_pseudogene	OR2AO1P
protein_coding	KIAA1109
protein_coding	OR2A42
transcribed_unprocessed_pseudogene	OR2A20P
transcribed_unprocessed_pseudogene	
lncRNA	
protein_coding	OR1M1
snRNA	RNU6-944P
protein_coding	OR2A7
protein_coding	OR7G1
protein_coding	FNIP1
unprocessed_pseudogene	OR7G15P
lncRNA	ARHGEF35-AS1
protein_coding	REXO5
protein_coding	OR7G3
protein_coding	ZNF317
lncRNA	
processed_pseudogene	
protein_coding	POM121L2
unprocessed_pseudogene	VN1R10P
transcribed_unprocessed_pseudogene	ZNF204P
unprocessed_pseudogene	ARHGEF34P
protein_coding	ZNF391
protein_coding	AMIGO2
transcribed_unprocessed_pseudogene	OR2A9P
lncRNA	OR2A1-AS1
lncRNA	
protein_coding	CLEC4C
processed_pseudogene	MCFD2P1
protein_coding	ZNF184
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	
protein_coding	OR7D2
processed_pseudogene	
processed_pseudogene	HNRNPA1P1
processed_pseudogene	CD83P1
snRNA	RNU6-471P
protein_coding	OR2A1
processed_pseudogene	ELOCP29
unprocessed_pseudogene	OR7E16P
protein_coding	GPS2
transcribed_unprocessed_pseudogene	OR7E25P
protein_coding	ARHGEF5
protein_coding	TAF8
protein_coding	OR7D4
protein_coding	CIC
protein_coding	PPFIA2
misc_RNA	RN7SKP148
snRNA	RNU6-226P
protein_coding	HRH2
protein_coding	BTF3
protein_coding	CDK2AP2
protein_coding	UBR3
protein_coding	NOBOX
snRNA	
protein_coding	ACSM1
processed_pseudogene	PPIAP83
snRNA	RNU6ATAC40P
protein_coding	OR2A5
protein_coding	CABP2
protein_coding	OR2A25
protein_coding	IRGM
unprocessed_pseudogene	OR2A41P
protein_coding	OR2A12
unprocessed_pseudogene	OR2A15P
protein_coding	MAST4
protein_coding	OR2A14
unprocessed_pseudogene	OR2A13P
lncRNA	
lncRNA	
unprocessed_pseudogene	
misc_RNA	RNY3P15
protein_coding	TAF11
protein_coding	GSTP1
protein_coding	RBM33
processed_pseudogene	RPEP5
processed_pseudogene	TIMM8AP1
protein_coding	SMIM8
processed_pseudogene	EIF3EP2
lncRNA	
protein_coding	OTUD1
lncRNA	
lncRNA	
protein_coding	GCG
TEC	
protein_coding	PLEKHF1
protein_coding	KIAA1217
protein_coding	ABAT
protein_coding	OR7A17
lncRNA	
protein_coding	
protein_coding	ZBTB43
unprocessed_pseudogene	OR7A18P
protein_coding	C6orf163
lncRNA	NDUFV1-DT
protein_coding	DMPK
lncRNA	
lncRNA	
lncRNA	
TEC	
rRNA_pseudogene	RNA5SP112
protein_coding	NDUFV1
processed_pseudogene	STUB1P1
misc_RNA	Y_RNA
protein_coding	CFAP206
processed_pseudogene	KRT8P40
miRNA	MIR4444-1
protein_coding	NEURL4
protein_coding	NFE2L2
protein_coding	SHH
lncRNA	
protein_coding	ANGPTL2
misc_RNA	Y_RNA
processed_pseudogene	
lncRNA	LINC00244
processed_pseudogene	
protein_coding	RNF32
lncRNA	PGM5P3-AS1
protein_coding	
processed_pseudogene	
processed_pseudogene	
protein_coding	CBWD1
processed_pseudogene	ST13P16
protein_coding	SLC35A1
processed_pseudogene	
protein_coding	NWD1
processed_pseudogene	DNAJC19P5
miRNA	MIR3128
lncRNA	
lncRNA	
snRNA	RNU6-444P
lncRNA	
lncRNA	
protein_coding	RARS2
miRNA	MIR6512
lncRNA	
processed_pseudogene	H3P7
snoRNA	
protein_coding	TTC30B
lncRNA	
protein_coding	TTC30A
protein_coding	DPP4
unprocessed_pseudogene	OR7E103P
unprocessed_pseudogene	UNC93B4
unprocessed_pseudogene	OR7E99P
unprocessed_pseudogene	OR7E43P
protein_coding	OTOP1
protein_coding	DBN1
protein_coding	NICN1
protein_coding	TMEM128
lncRNA	RNF32-AS1
protein_coding	LMBR1
protein_coding	ZBTB49
protein_coding	NUDT8
misc_RNA	RN7SL743P
snRNA	RNU7-63P
processed_pseudogene	
protein_coding	ACY3
protein_coding	TMEM186
rRNA_pseudogene	RNA5SP130
lncRNA	
protein_coding	DAG1
lncRNA	
protein_coding	CARHSP1
protein_coding	STX18
processed_pseudogene	
lncRNA	
processed_pseudogene	RPL37P2
protein_coding	SIN3B
unprocessed_pseudogene	UNC93B5
unprocessed_pseudogene	OR7E145P
transcribed_processed_pseudogene	
processed_pseudogene	
transcribed_unprocessed_pseudogene	EVA1CP4
protein_coding	SLC22A6
protein_coding	SHPRH
processed_pseudogene	RPS26P18
lncRNA	
lncRNA	
lncRNA	LINC01804
processed_pseudogene	RPL21P35
processed_pseudogene	RPL23AP26
lncRNA	
protein_coding	TEX44
lncRNA	BSN-DT
misc_RNA	RN7SL499P
protein_coding	BSN
unitary_pseudogene	
protein_coding	DDX1
protein_coding	ACAP1
protein_coding	PCDHGB6
lncRNA	BSN-AS1
protein_coding	MCTP1
protein_coding	APEH
lncRNA	STX18-IT1
processed_pseudogene	RPS7P15
snRNA	RNU4-31P
lncRNA	
protein_coding	NOM1
protein_coding	NSG1
protein_coding	SLC22A8
lncRNA	CARHSP1-DT
protein_coding	LITAFD
protein_coding	MNX1
protein_coding	USP7
lncRNA	
protein_coding	ZBTB4
lncRNA	MNX1-AS2
