Gene	HT29-CoCl2-1_S1	HT29-CoCl2-2_S13	HT29-CoCl2-3_S6	HT29-Ctrl-1_S11	HT29-Ctrl-2_S7	HT29-Ctrl-3_S15
DNAJB5	34	31	27	17	18	15
AL355377.1	1	0	0	0	1	0
AL355377.2	1	0	2	0	0	0
SYF2P2	0	0	0	0	1	0
AL355377.3	2	8	5	8	6	10
AL355377.4	6	3	2	6	1	7
AL353795.3	6	7	2	3	1	6
C9orf131	4	4	4	1	0	1
RN7SL338P	0	0	1	0	0	0
VCP	28544	31682	26296	3850	4274	6566
FANCG	454	520	436	459	527	796
PIGO	510	507	445	722	819	1272
AL353795.2	0	0	0	3	0	2
STOML2	987	991	901	1436	1688	2668
FAM214B	894	925	727	252	333	463
AL353795.1	0	0	0	0	0	0
UNC13B	1427	1439	1233	969	1131	1665
AL160274.1	0	1	0	0	1	0
ATP8B5P	2	5	2	3	2	4
ZFAND6P1	0	0	0	0	0	0
RUSC2	89	103	80	52	73	97
AL133476.1	0	0	0	0	0	0
RPL36AP33	0	0	1	0	0	0
FAM166B	1	2	2	1	4	6
RPS29P17	1	0	0	2	1	0
AL357874.3	20	17	13	4	5	5
TESK1	816	721	646	240	312	399
MIR4667	0	0	0	0	0	0
CD72	2	4	1	4	3	5
AL357874.2	1	0	1	1	1	1
AL357874.1	0	0	0	0	0	0
SIT1	0	0	1	0	0	0
RMRP	0	0	0	0	0	0
CCDC107	20	23	13	13	15	11
ARHGEF39	99	90	87	355	408	623
RN7SL22P	0	1	0	0	1	0
CA9	3780	3745	3185	683	876	1290
TPM2	869	847	691	943	1052	1418
TLN1	3606	3854	3180	3113	3786	5792
MIR6852	0	0	0	0	0	0
CREB3	1071	1104	932	538	651	920
MIR6853	0	0	0	0	0	0
GBA2	1525	1591	1283	1411	1690	2404
RGP1	1328	1377	1188	1400	1669	2327
MSMP	0	0	0	0	0	0
AL133410.2	0	0	0	0	0	0
AL133410.1	68	65	59	109	113	174
NPR2	239	227	205	180	207	281
SPAG8	3	7	3	16	18	17
HINT2	14	12	11	19	25	38
AL133410.3	0	0	0	0	0	0
TMEM8B	61	45	43	200	235	322
FAM221B	1	0	1	5	9	10
OR13E1P	0	0	0	0	0	0
OR13J1	0	0	0	0	0	1
NDUFA5P4	0	0	0	0	0	0
HRCT1	5	8	5	15	11	25
SPAAR	0	0	1	5	7	7
AL135841.1	0	0	0	0	0	0
PGAM1P2	0	0	0	0	0	0
OR2S2	0	0	0	0	0	0
OR2S1P	0	0	0	1	1	3
YBX1P10	8	13	8	18	16	22
OR13C6P	0	0	0	0	0	0
OR13C7	0	0	0	0	0	0
OR2AM1P	0	0	0	0	0	0
RECK	0	0	1	0	0	0
AL138834.1	0	0	0	0	0	0
GLIPR2	3	1	1	5	4	5
CCIN	0	0	0	0	0	0
CLTA	1912	1931	1765	1453	1541	2267
GNE	571	526	478	695	841	1209
RNU4-53P	1	1	0	0	1	0
HMGB3P24	3	5	3	4	3	6
RNF38	544	570	450	410	489	759
MELK	420	448	439	818	1046	1600
AL442063.1	0	1	0	7	10	7
AL450267.2	0	0	1	1	2	2
MIR4475	0	0	0	0	0	0
PAX5	1	0	0	0	1	2
AL450267.1	0	0	0	0	0	0
MIR4540	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0
AL161781.2	0	0	0	0	0	0
AL161781.1	0	0	0	0	0	1
LINC01400	0	0	0	0	0	0
AL512604.4	0	0	0	0	1	0
EBLN3P	804	938	706	1234	1447	1849
AL512604.3	0	0	0	2	0	0
ZCCHC7	398	454	408	368	452	651
AL512604.1	0	1	2	6	3	9
AL512604.2	2	1	0	2	0	2
AL158155.1	0	0	0	0	0	0
RNU6-677P	0	0	0	0	0	0
LINC01627	0	0	0	0	0	0
GRHPR	686	719	713	586	705	968
CHCHD4P3	0	0	0	0	0	0
ZBTB5	1074	1325	1027	416	466	680
KCTD9P3	0	0	0	0	0	0
POLR1E	152	161	152	316	389	570
AL158156.1	0	0	3	3	1	5
AL513165.1	0	3	0	9	10	10
FBXO10	18	17	23	13	20	31
AL513165.2	0	0	0	0	0	0
TOMM5	21	24	15	29	18	27
AL138752.2	0	0	0	0	1	1
RAB1C	3	3	6	7	7	9
FRMPD1	0	0	0	0	0	0
RN7SKP171	0	0	0	0	0	0
TRMT10B	79	83	67	138	155	214
EXOSC3	159	184	143	233	276	414
DCAF10	501	597	437	640	778	1079
AL138752.1	0	1	0	2	0	3
PAICSP1	6	4	3	1	0	8
SLC25A51	201	206	166	66	90	130
TMX2P1	109	143	103	21	43	44
SHB	374	431	326	285	333	490
RNU7-124P	1	2	0	0	0	1
AL161448.1	0	0	0	0	0	0
AL135785.1	0	0	0	0	0	0
ALDH1B1	37	40	34	241	237	419
IGFBPL1	0	0	0	0	0	0
AL390726.5	0	2	2	3	2	4
ARMC8P1	0	0	0	0	0	1
TCEA1P3	0	0	0	0	0	0
GAS2L1P1	0	0	0	0	0	0
VN1R48P	0	0	0	0	0	0
AL390726.1	0	0	0	0	0	0
FAM220BP	0	0	0	0	0	0
AL390726.4	0	0	0	0	0	0
FAM95C	7	15	6	25	30	43
AL390726.3	0	0	0	0	0	0
AL390726.2	0	0	0	0	0	0
SNX18P3	11	6	11	22	28	65
ANKRD18A	27	41	23	67	95	113
FAM201A	11	12	8	77	83	95
YWHABP1	1	0	0	0	0	1
AL591543.1	0	0	0	1	0	0
RNU6-765P	0	0	0	0	0	0
FAM240B	0	0	0	0	0	0
AL845311.1	0	0	0	0	0	0
AL953883.1	0	0	0	0	1	1
VN2R3P	0	0	0	0	0	0
CNTNAP3	0	0	1	3	3	8
RBM17P1	0	0	0	0	0	0
AL353729.2	0	0	0	0	0	0
AL353729.1	0	0	0	0	0	0
RN7SL640P	0	0	0	0	0	0
SPATA31A1	0	0	0	0	0	0
BX005214.3	0	0	0	0	0	0
FAM74A1	0	0	0	0	0	0
BX005214.1	0	0	0	0	0	0
BX005214.2	0	0	0	0	0	0
ZNF658B	2	1	0	2	6	2
SKP1P3	0	0	0	0	0	0
FKBP4P2	0	0	0	0	0	0
SDR42E1P1	0	0	0	0	0	0
ATP5F1AP8	0	0	0	0	0	1
RAB28P1	0	0	0	0	0	0
RBPJP5	0	0	0	0	0	0
GLIDR	1	3	2	5	10	24
BX664615.1	0	0	0	0	0	0
FGF7P3	0	0	0	0	0	0
BX664615.2	0	0	0	0	0	0
RN7SL763P	0	0	0	0	0	0
CR769767.2	0	0	0	0	0	0
CR769767.1	0	0	0	0	0	0
AL772307.1	0	0	0	1	0	0
RPL7AP49	0	0	0	0	0	0
AL773545.3	0	1	0	0	0	1
C2orf27AP3	0	0	0	0	0	0
AL773545.1	0	0	0	0	0	0
AL773545.2	0	0	0	0	0	0
AL773545.4	0	0	0	0	0	0
MEP1AP1	0	0	0	0	0	0
ANKRD20A2P	0	0	0	0	0	0
BX664727.3	0	0	0	0	0	0
RNU6-1269P	0	0	0	0	0	0
BX664727.2	0	0	0	0	0	0
SNX18P8	0	0	0	0	0	0
FAM95B1	0	0	0	0	0	0
BX664727.1	0	0	0	0	0	0
CNN2P2	0	0	0	0	0	0
GXYLT1P3	0	0	0	0	0	0
AL591471.1	0	0	0	0	0	0
AQP7P5	0	0	0	0	0	0
FP885919.1	0	0	0	0	0	0
AMYH02020865.1	0	0	0	0	0	0
BMS1P14	0	0	0	0	0	0
FP325318.1	0	0	0	0	0	0
IGKV1OR9-2	0	0	0	0	0	0
AL353626.3	0	0	0	0	0	0
RNU6-156P	0	0	0	0	0	0
AL353626.1	0	0	0	0	0	0
AL353626.2	0	0	0	0	0	0
MIR1299	0	0	0	0	0	0
FRG1HP	25	32	22	60	90	123
PGM5P2	2	0	0	3	1	3
AL353763.2	10	6	6	18	20	53
AL353763.1	0	0	1	1	2	4
BX255923.1	0	0	0	0	0	0
BX255923.2	0	0	0	0	0	0
FOXD4L6	0	0	0	0	0	0
CBWD6	47	59	36	19	27	54
MIR4477A	0	0	0	0	0	0
RNA5SP530	0	0	0	0	0	0
AL845472.2	0	1	0	0	1	1
AL845472.1	0	0	0	0	0	0
CDK2AP2P1	0	0	0	0	0	0
MYO5BP1	0	0	0	0	0	0
AL354718.2	0	0	0	0	0	0
AL354718.3	0	0	1	1	1	2
AL354718.1	4	4	10	8	4	12
AL591926.4	0	0	0	0	0	0
AL591926.2	0	0	0	0	0	0
RN7SL565P	0	0	0	0	0	0
AL591926.9	0	0	0	0	0	0
AL591926.8	0	0	0	0	0	0
AL591926.7	0	0	0	0	0	0
AL591926.3	1	0	0	3	6	2
FAM242F	0	0	0	0	0	1
AL591926.6	0	0	0	0	0	0
AL591926.1	0	0	0	0	0	0
AL591926.5	0	0	0	0	0	0
AL162731.1	0	0	0	1	0	0
CNTNAP3B	2	0	0	10	3	10
RBM17P3	0	0	0	0	0	3
CR788268.1	0	0	0	0	0	0
RN7SL343P	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0
AL445584.1	0	0	0	0	0	0
FAM74A7	0	0	0	0	0	0
AL445584.3	0	0	0	0	0	0
AL445584.2	0	0	0	0	0	0
FKBP4P6	0	1	0	0	0	2
SDR42E1P2	0	0	0	0	0	0
ATP5F1AP1	0	0	0	0	0	0
RAB28P3	0	0	0	0	0	0
RBPJP6	0	0	0	0	0	0
BX088651.4	0	0	0	0	0	2
BX088651.1	0	0	0	0	0	0
BX088651.2	0	0	0	0	0	0
FGF7P5	0	0	0	0	0	0
BX088651.3	0	0	0	0	0	0
FGF7P4	0	0	0	0	0	0
BX664718.1	0	0	0	0	0	0
BX664718.2	0	0	0	0	0	2
ADGRF5P2	0	0	0	0	0	0
MEP1AP4	0	0	0	0	0	0
ANKRD20A7P	0	0	0	1	0	0
CR848007.3	0	0	0	0	0	0
RNU6-599P	0	0	0	0	0	0
CR848007.2	0	0	0	0	0	0
SNX18P5	0	0	0	0	0	0
CYP4F60P	0	0	0	0	0	0
CR848007.1	0	0	0	0	0	0
CNN2P4	13	8	4	8	16	12
AL591441.1	0	0	0	0	0	0
FP325317.1	0	0	0	0	0	0
FP325317.2	0	0	0	0	0	0
ABBA01045074.2	0	0	0	0	0	0
ABBA01045074.1	0	0	0	0	0	0
BX088702.1	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0
AL590491.1	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0
AL590491.2	0	0	0	0	0	0
AL590491.3	0	0	0	0	0	0
BX005040.4	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0
BX005040.3	0	0	0	0	0	0
BX005040.2	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0
BX005040.1	0	0	0	0	0	0
CNTNAP3C	0	0	0	0	0	0
RN7SL462P	0	0	0	0	0	0
AL935212.4	0	0	0	0	0	0
FAM242D	0	0	0	0	0	0
AL935212.3	0	0	0	0	0	0
AL935212.1	0	0	0	0	0	0
AL935212.2	0	0	0	0	0	0
RN7SL722P	0	0	0	0	0	0
FAM27C	2	4	2	9	14	20
AL391987.2	0	1	2	2	5	5
AL391987.1	0	0	0	0	0	0
AL391987.4	0	0	0	0	0	0
AL391987.3	0	0	0	0	0	0
AL391987.5	0	0	0	0	0	0
FAM242E	0	0	0	0	0	0
CR769775.1	0	0	0	0	0	0
CR769775.2	0	0	0	1	0	0
AL590399.4	0	1	0	0	0	2
AL590399.3	0	0	0	0	0	0
AL590399.6	0	0	0	0	0	0
AL590399.7	0	0	0	0	0	0
RN7SL544P	0	0	0	0	0	0
AL590399.1	0	0	0	0	0	0
FGF7P6	0	0	0	0	0	0
AL590399.5	0	0	0	0	0	0
AL590399.2	0	0	0	0	0	0
BX664725.1	0	0	0	0	0	0
LINC01189	0	0	0	0	0	0
FGF7P7	0	0	0	0	0	0
BX005266.2	0	0	0	0	0	0
BX005266.1	0	0	0	0	0	0
CNTNAP3P5	0	0	0	0	0	0
RBPJP7	0	0	0	0	0	0
RAB28P2	0	0	0	0	0	0
BX005266.3	0	0	0	0	0	0
ATP5F1AP7	0	0	0	0	0	0
SDR42E1P3	0	0	0	0	0	0
FKBP4P7	0	0	0	0	0	0
LINC01410	0	0	0	5	7	9
AL512625.3	0	0	0	1	0	0
RNA5SP283	0	0	0	0	0	0
AL512625.2	2	1	0	0	1	1
PTGER4P2	0	0	0	0	0	0
CDK2AP2P2	0	0	0	0	1	0
LERFS	9	19	16	14	12	22
MYO5BP2	0	1	0	2	5	1
ADGRF5P1	3	5	0	10	11	33
FGF7P8	1	0	0	0	0	0
AL512625.1	4	2	2	20	18	40
CNTNAP3P1	0	0	0	0	0	0
AL591379.2	0	0	0	0	0	0
BMS1P9	0	1	0	0	0	0
AL591379.1	0	0	0	0	0	1
AQP7P4	0	0	0	0	0	0
BMS1P10	36	31	35	19	25	38
AQP7P1	2	2	0	3	2	4
AL845321.1	3	1	0	3	1	1
AL591438.1	0	0	0	0	0	0
AL591438.2	0	0	0	0	0	0
AL772155.3	0	0	0	0	0	0
AL772155.1	0	0	0	0	0	0
AL772155.2	0	0	0	0	0	0
MYO5BP3	0	0	0	0	0	0
CDK2AP2P3	0	0	0	0	0	0
PTGER4P3	0	0	0	0	0	0
CR786580.1	0	0	0	2	0	1
RNA5SP284	0	0	0	0	0	0
DUX4L50	0	0	1	3	0	1
MIR4477B	0	0	0	0	0	0
FRG1JP	0	0	0	0	2	0
AL163540.1	0	0	0	0	0	0
AL163540.2	0	0	0	0	0	0
CR769776.3	0	0	0	0	0	0
ANKRD20A4P	0	0	0	0	0	0
RNU6-1193P	0	0	0	0	0	0
SNX18P9	0	0	0	0	0	0
CR769776.2	0	0	0	0	0	0
CYP4F25P	0	0	0	0	0	0
CR769776.1	0	0	0	0	0	0
CNN2P3	0	0	0	0	0	0
GXYLT1P6	0	0	0	0	0	0
AL773524.1	0	0	0	0	0	0
AQP7P2	0	0	0	0	1	1
AL445665.1	0	0	0	0	0	0
BMS1P11	0	0	0	0	0	0
AL359955.2	0	0	0	0	0	0
IGKV1OR-2	0	0	0	0	0	0
BNIP3P4	0	0	0	0	0	0
AL359955.1	0	1	1	0	2	1
AC125634.1	0	0	0	0	0	0
RNU6-1293P	0	0	0	0	0	0
FO082814.1	0	0	0	0	0	0
BMS1P12	2	1	0	0	0	1
AL512605.1	0	0	0	1	0	0
AL512605.2	0	0	0	0	0	0
IGKV1OR9-1	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0
CBWD4P	9	9	9	6	0	9
FP326651.2	0	0	0	0	0	0
FP326651.1	0	0	0	0	0	0
FRG1KP	0	0	0	0	0	0
CBWD5	61	64	39	38	38	54
FOXD4L4	0	0	0	0	0	1
IGKV1OR-3	0	0	0	0	0	0
BX284632.2	0	0	0	0	0	0
BX284632.1	0	0	0	0	0	0
BMS1P13	0	0	0	0	0	0
AC129778.1	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0
AL136317.2	0	0	0	0	0	0
AL136317.1	0	0	0	0	0	0
GXYLT1P4	0	0	0	0	0	0
AL136317.3	0	0	0	0	0	0
AL669942.2	0	0	0	0	0	0
AL669942.1	0	0	0	0	0	0
AL513478.4	0	0	0	0	0	0
SNX18P4	0	0	0	0	0	0
AL513478.1	0	0	0	0	0	0
ANKRD20A3P	0	0	0	0	0	0
RNU6-538P	0	0	0	0	0	0
AL513478.2	0	0	0	0	0	0
AL513478.3	0	0	0	0	0	0
AL591479.1	0	0	0	1	0	0
RBPJP2	0	0	0	0	0	0
RAB28P4	0	0	0	0	0	0
ATP5F1AP10	0	0	0	0	0	0
SDR42E1P4	0	0	0	0	0	0
FKBP4P8	0	0	0	0	0	0
ZNF658	0	3	3	18	16	15
BX664608.1	0	0	0	0	0	0
AL353770.4	0	0	0	0	0	0
AL353770.2	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0
AL353770.3	0	0	0	0	0	0
AL353770.1	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0
CNTNAP3P2	0	0	0	0	1	2
RN7SL422P	0	0	0	0	0	0
AL162233.1	0	0	0	0	0	0
RBM17P2	0	0	0	0	0	0
BX005195.1	0	0	0	0	0	0
BX664730.1	0	0	0	0	0	0
AL627230.2	0	0	0	0	0	0
FAM27E3	2	2	1	9	9	20
AL627230.5	0	0	0	0	0	0
FAM27B	0	0	0	0	0	0
AL627230.1	0	0	0	1	1	0
RN7SL787P	0	0	0	0	0	1
AL627230.4	0	0	0	0	0	0
AL627230.3	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0
RNU6-368P	0	0	0	0	0	0
AL353608.2	0	0	0	0	0	0
CBWD3	8	13	9	7	13	17
AL353608.4	0	0	1	0	0	0
FOXD4L3	0	0	0	0	0	0
AL353608.3	0	0	0	0	0	0
AL353608.1	0	0	0	0	0	0
PGM5	20	17	19	22	28	37
PGM5-AS1	0	0	0	0	0	0
AL161457.2	2	1	1	1	0	4
AL161457.1	0	0	0	0	0	0
TMEM252	4	0	1	4	12	8
TMEM252-DT	0	0	0	1	0	0
LINC01506	0	0	0	0	0	0
AL353616.1	0	0	0	0	0	0
PIP5K1B	291	303	271	414	538	816
FAM122A	240	245	226	353	406	583
AL354794.2	3	2	1	1	1	0
AL354794.1	0	2	0	0	0	0
RNU6-820P	0	0	0	0	0	0
PRKACG	0	0	0	1	0	1
FXN	31	28	12	83	97	151
AL358113.1	5	2	6	5	4	8
AL162730.1	1	0	0	0	0	0
TJP2	260	330	210	161	217	262
BANCR	0	0	0	0	0	0
FAM189A2	0	2	0	0	0	1
APBA1	4	2	2	38	66	77
AL355140.1	0	0	0	0	0	0
AL353693.1	0	1	0	7	7	3
AL162412.1	0	0	0	0	0	0
PTAR1	1844	2319	1682	1372	1655	2343
C9orf135-DT	0	0	0	0	0	0
C9orf135	0	1	2	0	0	1
RN7SL570P	0	0	0	0	0	0
MAMDC2-AS1	2	1	1	3	3	5
MAMDC2	9	9	9	14	17	12
RNU2-5P	0	0	0	0	0	0
SMC5-AS1	2	6	1	22	26	39
RPL24P8	28	24	23	18	16	31
SMC5	820	990	816	1061	1219	1783
AL162390.2	0	1	1	0	0	2
AL162390.1	0	0	0	0	0	0
KLF9	77	98	62	31	36	86
TRPM3	0	0	0	0	1	0
RN7SL726P	0	0	0	0	0	0
AL159990.2	0	0	0	0	0	0
AL159990.1	0	0	0	0	0	0
MIR204	0	0	0	0	0	0
PIGUP1	0	0	0	0	0	0
RPL35AP21	2	1	1	1	1	2
CEMIP2	4780	5077	4312	3099	3699	5859
AL671309.1	0	0	0	0	0	0
ABHD17B	626	765	637	266	248	398
AL138751.1	0	0	0	0	0	0
C9orf85	228	283	197	197	242	310
HSPB1P1	0	0	0	0	2	1
C9orf57	1	1	0	0	0	0
AL583829.1	0	0	1	0	0	0
BTF3P4	3	3	2	0	1	1
GDA	382	443	367	1992	2183	3046
AL135924.2	0	0	1	2	3	6
AL135924.1	0	0	0	0	1	1
RNA5SP285	0	0	0	0	0	0
LINC01504	98	99	87	81	103	210
ZFAND5	8808	9866	7452	2544	3154	4619
AL445646.1	0	0	0	0	0	0
AL596448.1	1	0	0	0	0	0
TMC1	7	9	6	12	11	11
RPS20P24	0	1	1	0	0	0
RPS27AP15	0	0	0	0	0	0
LINC01474	24	9	18	2	4	0
ALDH1A1	10229	10968	9618	8413	9996	14491
CYP1D1P	0	0	0	0	1	0
ANXA1	5539	6102	5073	3387	4530	8385
DPP3P2	0	0	0	0	0	0
AL451127.2	0	0	0	0	0	0
AL451127.1	0	0	0	0	0	0
AL512594.1	0	1	0	0	0	0
RNA5SP286	0	0	0	0	0	0
AL513124.1	0	0	0	0	0	0
AL355674.1	0	0	0	0	0	0
RORB-AS1	0	0	0	0	0	0
RORB	0	0	0	0	0	0
AL137018.1	0	0	0	0	0	0
TRPM6	2	3	3	1	1	0
RN7SKP47	0	0	0	0	0	0
RPSAP75	0	0	0	0	0	0
RNU6-445P	0	0	0	0	0	0
AL158825.1	0	0	0	0	0	0
C9orf40	28	41	25	128	138	213
CARNMT1-AS1	4	4	5	1	2	12
CARNMT1	238	274	242	344	403	552
AL158825.2	2	0	0	2	1	0
AL158825.3	0	1	0	0	0	0
NMRK1	191	236	213	175	206	351
OSTF1	895	925	730	522	663	936
AL133548.1	0	0	0	0	0	0
RNU6-1228P	0	0	0	0	0	0
AL158073.1	0	0	0	0	0	0
AL353780.1	0	0	0	0	0	0
OTX2P1	0	0	0	0	0	0
PCSK5	704	705	659	210	248	347
RBM22P5	0	0	0	0	0	0
RFK	236	319	219	268	398	518
RPSAP9	2	6	6	7	9	12
GCNT1	44	57	46	87	119	174
H3P32	0	0	0	0	0	0
PPIAP87	1	0	1	0	0	1
PRUNE2	3	8	5	15	13	22
PCA3	1	1	0	1	0	1
AL359314.1	0	0	0	0	0	0
AL390239.1	0	0	0	0	0	0
AL353637.2	0	0	0	0	0	0
DNAJB5P1	0	0	0	0	0	0
LYPLA2P3	0	0	0	0	0	0
AL353637.1	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0
ATP5MFP3	0	0	0	0	0	0
RFC5P1	0	0	0	0	0	0
VPS13A-AS1	0	0	0	0	0	0
VPS13A	2004	2324	1752	2858	3259	4774
GNA14	56	51	42	113	106	152
GNA14-AS1	0	0	0	0	0	3
NUTF2P3	0	0	0	0	0	0
RNU6-1303P	0	0	0	0	0	0
GNAQ	736	913	656	973	1101	1564
AL353705.2	1	1	0	0	0	0
RN7SKP59	0	0	0	0	0	0
AL353705.3	0	1	1	0	1	3
AL353705.1	0	0	0	0	0	1
AL353705.4	1	1	2	0	2	4
CEP78	146	173	133	476	499	768
PSAT1	3307	3580	2937	6471	8053	13145
AL592221.1	0	0	0	0	0	0
MTND2P8	0	0	0	0	0	0
KRT18P24	0	0	1	1	1	1
AL512634.1	0	0	0	0	0	0
CHCHD2P9	1	1	0	0	1	0
LNCARSR	0	0	0	0	0	0
TLE4	199	236	193	182	220	289
AL161912.3	0	0	0	0	0	0
NPAP1P6	0	0	0	0	0	0
AL161912.1	0	0	0	0	0	0
AL161912.2	0	0	0	0	0	0
AL161912.4	0	0	0	0	0	0
AL161782.1	0	0	0	0	0	0
LINC01507	0	0	0	0	0	0
NPAP1P4	0	0	0	0	0	0
MTCO1P51	0	0	0	0	0	0
MTND2P9	0	0	0	0	0	0
RPS19P6	0	0	0	0	0	0
AL138749.1	0	0	0	0	0	0
RPS20P25	0	0	0	0	0	0
AL161727.1	0	0	0	0	0	0
TLE1	625	607	510	750	872	1221
AL591368.1	0	0	0	0	1	1
RNU6-1035P	0	0	0	0	0	0
RNA5SP287	0	0	0	0	0	0
AL158154.1	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0
AL158154.2	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0
AL158154.3	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D2P	0	0	0	0	0	0
AL162726.3	0	0	0	0	2	0
SPATA31D1	0	0	0	0	0	0
SPATA31B1P	0	0	0	0	0	0
DDX10P2	1	2	2	3	0	2
AL158047.1	0	1	0	0	0	0
AL162726.1	0	0	0	0	0	0
MTCO3P40	0	0	0	1	0	0
AL162726.2	0	0	0	0	0	0
AL162726.4	0	0	0	0	0	0
AL356490.1	0	0	0	0	0	0
AL353774.1	0	0	0	0	0	0
RPS6P12	0	0	0	0	0	0
RASEF	3920	4514	3590	1804	2236	3519
AL499602.1	164	180	150	126	111	198
RN7SKP242	0	0	0	0	0	0
AL137847.3	0	0	0	0	0	0
AL137847.1	2	0	1	11	12	19
FRMD3	40	50	39	47	55	71
AL137847.2	0	1	1	0	1	3
RNU4-29P	0	0	0	0	0	2
RNU4-15P	0	0	0	0	0	0
IDNK	12	21	7	129	136	194
UBQLN1	8862	10280	8022	2721	3166	4451
AL354920.1	21	17	17	11	8	14
GKAP1	31	29	27	43	65	78
AL354733.1	0	0	0	1	1	1
AL354733.2	8	6	0	4	1	5
KIF27	73	82	58	88	124	159
C9orf64	76	89	80	365	485	645
HNRNPK	10345	11422	9470	9239	11053	15951
MIR7-1	0	0	0	0	0	0
AL354733.3	4	10	7	6	9	3
RMI1	267	291	262	392	420	698
AL732446.1	0	0	0	0	0	0
AL390838.1	0	0	0	0	0	0
AL390838.2	1	1	0	1	0	0
SLC28A3	294	365	281	198	235	337
AL356134.1	2	1	1	0	0	0
AL157886.1	0	0	0	0	0	0
AL354692.1	0	0	0	0	0	0
NTRK2	5	3	0	0	1	0
UBE2V1P10	0	0	0	0	0	0
AL354897.1	0	0	0	0	0	0
AL354897.2	0	0	0	0	0	0
AL583827.1	0	0	0	0	0	0
STK33P1	0	0	0	0	0	0
AGTPBP1	1714	1976	1657	867	1034	1667
AL353743.4	0	0	1	0	0	0
AL157882.1	0	0	0	0	0	0
AL353743.2	0	0	1	6	3	10
AL353743.1	35	31	30	41	41	74
PHBP7	1	2	2	1	4	0
AL353743.3	2	1	0	0	2	0
NAA35	922	1063	880	1158	1294	2164
GOLM1	1160	1252	1059	2303	2724	3793
AL161447.2	0	1	0	0	0	0
AL161447.1	0	0	0	0	0	0
C9orf153	5	4	6	0	1	0
AL137849.1	0	0	0	0	0	0
RN7SKP264	0	0	1	0	0	0
ISCA1	895	1083	745	322	392	568
TUT7	2733	3138	2536	944	1194	1699
AL353678.1	2	0	1	2	1	1
AL158828.1	0	0	0	0	0	0
RNU2-36P	0	0	0	0	0	0
AL353613.1	0	0	0	1	0	0
LINC02834	0	0	0	0	0	0
AL159996.1	0	0	0	0	0	0
GAS1	0	0	0	1	0	0
GAS1RR	0	0	0	0	0	0
AL513318.2	0	0	0	0	0	0
CDC20P1	2	0	1	4	3	6
AL513318.1	0	0	0	1	1	0
LINC02872	0	0	0	0	0	0
AL136367.1	0	0	0	0	0	0
AL353752.1	0	0	0	0	0	0
AL353752.2	0	0	0	0	0	0
DAPK1	2801	3058	2473	1353	1578	2139
AL161787.1	48	48	52	19	33	65
DAPK1-IT1	1	0	1	0	1	0
CTSL	762	803	715	49	82	113
AL160279.1	0	0	0	0	0	0
CTSL3P	0	0	0	0	0	0
AL772337.4	0	0	0	0	0	0
FBP2P1	0	0	0	0	0	0
ELF2P3	0	0	0	0	0	0
NPAP1P7	0	0	0	0	0	0
CTSLP8	0	0	0	0	0	0
AL772337.2	0	0	0	0	0	0
AL772337.1	0	0	0	0	0	0
AL772337.3	1	4	1	2	4	4
SPATA31E1	0	0	0	0	0	0
SPATA31C1	0	1	0	0	0	0
AL353572.2	0	0	0	0	1	2
AL353572.3	0	0	0	0	0	0
CDK20	106	110	77	115	108	177
RNU6-86P	0	0	0	0	0	0
RPS10P3	3	3	0	0	0	4
AL353572.4	1	0	0	5	5	9
AL353572.1	0	0	0	0	1	0
SPATA31C2	0	0	0	0	0	0
AL353726.1	0	0	0	0	0	0
AL353726.2	0	0	0	0	0	1
AL451142.1	1	0	0	0	0	0
AL451142.2	0	0	0	0	0	0
RPSAP49	1	0	0	1	0	2
AL353748.3	9	15	14	28	47	67
SPIN1	1044	1123	897	1575	1851	2787
AL353748.2	0	0	1	0	1	8
HNRNPA1P14	1	0	3	5	3	13
AL353748.1	1	1	0	0	0	3
NXNL2	0	1	0	0	1	0
LINC02843	0	0	0	0	0	0
AL390791.1	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0
PCNPP2	0	0	0	0	0	0
AL772202.1	0	0	0	0	0	0
S1PR3	1	0	1	1	0	0
SHC3	2	0	1	15	8	20
AL353150.1	2	1	1	7	18	18
CKS2	1178	1386	1160	981	1097	1597
MIR3153	6	16	11	2	1	11
SECISBP2	839	969	825	1456	1757	2578
SEMA4D	745	804	681	542	615	863
PA2G4P6	2	2	3	2	6	9
AL590233.1	2	0	0	0	0	0
AL161910.1	0	0	1	3	5	6
GADD45G	155	129	111	22	22	44
AL606807.1	0	0	0	0	0	0
